,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,Display AEROBARS,BB length,Head tube diameter,Wheel cut,Seat tube diameter,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,Front Fender include,Rear Fender include,BELTorCHAIN,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: BAMBOO,MATERIAL OHCLASS: CARBON,MATERIAL OHCLASS: OTHER,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
4759,400.0,70.0,547.8311,72.0,100.8,45.0,537.0,76.0,646.0414,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,33.3,47.0,48.8,330.0,350.0,16.0,18.0,1.0,1.0,130.0,4.777758488088383,5.65209887563305,4.796637624016876,3.5881993472242515,2.4820526718647486,1.798172223304808,1.0138891021651086,674.0,52.0,674.0,52.0,1.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,34.9,330.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
634,406.0,68.0,550.1149,71.0,105.7,45.0,480.0,74.5,624.66504,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,36.3,33.6,46.1,330.0,300.0,16.0,18.0,0.0,0.0,130.0,15.40408748659937,3.3958654066809983,0.9340831181097831,3.0122266094064942,6.915645507944572,2.870800333913258,1.784523917133783,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,654.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2788,445.0,60.0,689.3322,71.0,168.1,45.0,560.0,73.0,711.8692,45.0,40.0,28.6,38.75,21.0,21.0,15.0,9.0,32.4,50.0,55.2,330.0,350.0,16.0,18.0,1.0,1.0,130.0,23.2332686123706,3.181701784248749,5.458368983297277,3.2333310910519786,31.854275031023516,3.8441054207557457,4.952395973609254,750.0,128.0,750.0,128.0,0.0,68.0,50.0,692.0,34.9,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,790.0,41.0,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2084,383.0,50.0,513.5434,77.0,117.4,45.0,530.6,77.0,616.173,45.0,40.0,22.7,36.5,23.35,13.0,15.0,9.0,19.1,40.6,39.7,330.0,350.0,16.0,18.0,0.0,0.0,130.0,6.694418313194331,2.501045487273218,4.260097117343326,0.6618401669600994,6.776499603250718,4.891400496402755,3.2917989125648504,670.0,52.0,674.0,48.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,300.0,800.0,34.9,200.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
875,350.0,0.35641903,492.187,70.49592,130.0,45.0,340.1,72.61527,628.8085,5.0,40.0,37.7,49.0,50.0,21.5,15.0,9.0,21.7,40.1,110.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,4.839750274122494,1.295354632614498,8.995295448478286,6.901190418083031,8.470545140212934,4.315377137011298,4.821739911671321,609.0,59.0,609.0,59.0,0.0,68.0,50.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,240.0,410.0,34.9,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2310,390.0,70.0,539.2707,76.5,111.0,234.0,509.2,78.0,634.55383,65.0,34.0,33.05,36.5,28.5,16.5,15.0,9.0,22.7,11.2,41.1,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.6116895630766503,3.4258686626507187,7.816595436076159,2.4699934331122244,6.765519938362909,7.689914643895024,9.554011278119386,674.0,40.0,674.0,40.0,0.0,68.0,45.0,685.0,31.8,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,255.0,0.0,0.0,1.0,1.0,80.0,80.0,266.0,718.0,45.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2115,385.0,40.0,502.22348,73.0,110.0,20.0,592.9,73.0,606.39514,25.0,40.0,25.4,36.5,18.1,13.0,15.0,9.0,32.1,12.9,34.3,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.1530810962308478,0.6178030372635357,0.5331880078732895,2.073729341449516,0.5279295283897854,1.9472295356929359,0.4150829998068484,674.0,52.0,674.0,52.0,0.0,68.0,31.8,692.0,28.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,102.0,204.0,1.0,1.0,80.0,80.0,278.0,780.0,28.6,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1192,405.0,70.0,593.53656,73.0,145.0,45.0,515.0,74.0,648.31525,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,34.0,49.0,49.9,330.0,300.0,16.0,18.0,0.0,0.0,130.0,28.04882240655018,40.98962900479717,26.821776867992458,9.465071523205054,30.542903751349936,15.637128350035901,11.802406725991549,674.0,52.0,674.0,52.0,1.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3056,410.0,70.0,610.7141,73.5,172.0,20.0,550.0,73.0,648.1237,43.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,40.3,29.8,42.9,330.0,300.0,16.0,18.0,1.0,0.0,130.0,5.428879919510632,0.5286085944755666,1.6252894195908227,0.3793887215229702,2.9821678367845172,0.6689043015787257,0.6771067725810388,674.0,52.0,674.0,52.0,0.0,68.0,36.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,275.0,760.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2528,412.0,78.0,605.6487,73.0,149.3,45.0,590.0,73.0,654.4312,45.0,40.0,28.6,36.5,23.35,15.0,15.0,9.0,48.2,37.6,41.2,330.0,350.0,16.0,18.0,0.0,0.0,130.0,6.51344082682359,1.5496419188012298,1.870348217679053,4.024316373559381,3.362126473024839,0.7248916436969692,0.9044678181407362,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,27.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,265.0,770.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1906,455.0,90.0,684.52606,72.0,155.0,60.0,541.5,75.0,726.88947,41.0,40.0,28.6,36.5,22.0,16.0,13.0,15.0,26.1,56.5,54.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,12.875729492732669,9.307343699930014,7.041299280445212,3.898042275296212,3.435408466453319,1.8641345627475014,2.4744351099669317,780.0,158.0,780.0,158.0,0.0,73.0,36.0,692.0,29.8,0.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,204.0,1.0,1.0,80.0,80.0,290.0,755.0,35.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1770,414.29,37.0,550.17883,68.0,146.6,45.0,538.6,75.0,662.6775,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,38.8,72.6,43.1,330.0,350.0,16.0,18.0,0.0,0.0,130.0,8.985617447690696,5.42825431409076,9.660110564411811,11.239083872373207,9.33069393583101,2.885413276269222,6.9345859698500485,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1941,375.0,0.0,480.59683,67.0,100.0,60.0,310.0,71.5,626.9895,45.0,40.0,38.5,45.5,31.0,16.5,15.0,9.0,22.6,60.0,35.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,3.4823769696093887,1.165633341901372,0.42874771473066664,0.9187296185342708,3.250512015782444,0.9803409242062835,1.9768726557576928,674.0,52.0,674.0,52.0,0.0,73.0,53.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,210.0,430.0,34.9,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
711,405.0,0.0,486.1807,71.0,110.0,45.0,295.1,72.0,583.162,45.0,40.0,28.6,41.5,23.35,13.0,15.0,9.0,26.2,55.1,56.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,4.6102476992831765,1.4899103775180706,3.2094008935668588,4.015569688456994,2.897869048866262,2.6504027263442924,0.5849236609382565,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,400.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4255,412.0,66.0,612.8652,74.0,177.1,65.0,550.0,73.5,662.1428,45.0,45.9,31.5,39.25,19.5,15.0,15.0,9.0,30.0,35.0,48.0,330.0,350.0,16.0,18.0,1.0,1.0,130.0,2.42345637789226,0.40820688205600614,2.5437367860196516,0.5994891133102611,0.6352885361978872,7.772980998284647,1.1691225386603508,674.0,52.0,674.0,52.0,0.0,79.0,50.0,692.0,27.2,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,102.0,255.0,1.0,1.0,80.0,80.0,275.0,820.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4399,410.0,65.0,594.2969,73.5,150.0,45.0,559.0,73.0,655.9631,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,32.5,28.2,45.8,330.0,350.0,16.0,18.0,1.0,1.0,120.0,8.042887609702813,3.88091063715273,0.6339966059556811,2.52687035719256,2.253614727318486,1.3967488873074152,1.2991986070591848,685.0,63.0,685.0,63.0,0.0,68.0,36.0,692.0,28.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,66.0,50.0,1.0,1.0,80.0,80.0,280.0,786.0,35.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2946,380.86,70.0,560.56555,77.5,88.5,200.0,526.2,78.5,668.3406,45.0,40.0,13.75,36.5,23.35,13.0,15.0,9.0,27.7,36.2,51.3,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.6495467744513943,0.8964765483052501,3.4156275697124427,1.9237304853662107,2.239678135776022,1.3217222465830516,0.4975895758553813,674.0,52.0,674.0,52.0,1.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,204.0,255.0,1.0,1.0,80.0,80.0,240.0,718.0,34.9,330.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2372,400.41,40.0,522.63245,70.5,106.0,60.0,388.7,73.0,607.5469,0.0,40.0,28.6,36.5,28.35,18.0,15.0,9.0,35.2,48.7,28.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.0554333914752996,0.5190151059141845,0.6901458163329487,0.553690449190507,1.3851461856514187,0.8002713724683508,0.403791533330785,670.0,86.0,670.0,86.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,528.0,34.9,200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4001,515.0,25.0,572.795,67.0,134.7,11.0,549.1,65.0,656.4537,90.0,43.0,28.6,36.5,25.0,15.25,7.5,0.75,38.4,24.1,41.9,330.0,387.5,16.0,15.0,1.0,1.0,110.0,5.76305540040381,1.7515246623019218,2.789278998600849,0.7127794411882247,1.2739159839737106,1.4868313645963127,0.5486375862879908,715.0,80.0,715.0,80.0,0.0,68.0,34.0,692.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,153.0,204.0,1.0,1.0,80.0,80.0,325.0,702.0,29.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2240,380.0,45.0,538.958,76.0,121.7,240.0,715.0,76.0,643.94543,30.0,40.0,36.35,36.5,29.7,25.0,15.0,9.0,41.0,110.0,49.0,350.0,350.0,16.0,18.0,1.0,0.0,120.0,4.388576632456787,0.7079680603821275,1.2099651729766923,2.9248099302726307,2.9584235854355425,5.927764687965758,1.7939017211074058,674.0,52.0,674.0,52.0,0.0,68.0,46.0,694.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,270.0,763.0,40.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3983,402.9,70.0,553.4144,71.5,115.0,25.0,500.0,76.0,630.24585,45.0,40.0,28.575,36.5,18.8,12.75,15.0,9.0,35.0,20.0,47.0,330.0,350.0,16.0,18.0,1.0,1.0,130.0,10.639412905586207,1.9084201126546907,2.784672883851852,1.707527603508488,2.8568092427182905,2.1381475364098796,8.144447837381712,680.0,58.0,680.0,58.0,0.0,68.0,47.0,692.0,28.6,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,255.0,51.0,0.0,1.0,1.0,80.0,80.0,280.0,700.0,31.7,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3922,470.0,70.0,653.9795,71.0,155.0,65.0,559.2,73.5,703.03656,39.0,40.0,28.6,38.225,23.35,13.0,15.0,9.0,34.1,39.2,54.8,330.0,350.0,16.0,18.0,1.0,1.0,135.0,12.027875208392427,6.519363160781194,4.426882879344312,1.43052865467294,5.7550192105871245,4.21128054936087,3.743845283292601,736.0,114.0,736.0,114.0,0.0,68.0,41.3,692.0,31.8,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,820.0,34.9,330.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1702,362.0,-10.0,536.4416,75.0,170.0,10.0,200.0,76.0,620.6331,40.0,40.0,30.7,36.5,27.5,16.5,15.0,9.0,25.7,10.0,49.6,330.0,350.0,16.0,18.0,0.0,0.0,130.0,12.531707729216665,11.592139827656418,8.918548795189487,7.774352587144071,19.930364400237924,1.3033004411650198,8.750240741390124,486.0,80.0,486.0,80.0,0.0,68.0,45.0,692.0,32.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,40.0,40.0,230.0,270.0,40.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
288,345.0,20.0,502.91678,69.0,120.0,45.0,290.6,73.5,595.2057,45.0,40.0,28.7,36.5,25.85,15.5,15.0,9.0,19.7,50.1,49.9,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.656211448185784,0.4117051862506504,0.2741268128587247,0.30299597588197935,0.9093045943592337,1.020566567973145,0.8979046753052357,565.0,99.0,565.0,99.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,153.0,204.0,1.0,1.0,80.0,80.0,248.0,360.0,42.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1673,388.2,60.0,561.6311,77.0,130.0,45.0,552.1,76.0,636.37787,30.0,40.0,32.6,40.3,23.35,13.0,15.0,9.0,29.0,22.1,40.7,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.834169638919983,1.8432112569093484,8.03172157625537,4.1225144303891765,0.49708974255218547,1.184318220616456,3.5727060282565266,674.0,52.0,674.0,52.0,0.0,68.0,33.0,692.0,28.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,234.0,234.0,241.0,1.0,1.0,80.0,80.0,280.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3456,391.0,60.0,547.3017,76.0,104.0,45.0,517.0,76.0,671.01715,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,31.0,26.9,46.4,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.560151832467495,1.5473666648197182,0.5331602175463785,0.7342292729657037,1.5700133641379432,0.7313055059974863,0.29062046318317364,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,234.0,234.0,234.0,1.0,1.0,80.0,80.0,298.0,718.0,34.9,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4574,432.0,11.747656,508.34283,68.110085,100.1,50.0,205.0,72.33729,620.5524,45.0,40.0,28.6,36.5,21.35,15.0,15.0,9.0,14.5,60.7,47.3,330.0,350.0,10.0,18.0,0.0,0.0,142.0,0.7915411325966512,0.16302608277636615,0.17174234156012777,0.6821660270920733,0.5913488252356922,0.21342752112131097,1.1129179799831586,486.0,80.0,486.0,80.0,0.0,73.0,50.0,692.0,32.7,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,153.0,255.0,3.0,3.0,40.0,40.0,278.0,727.5,34.9,490.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
925,430.0,34.0,608.7071,74.0,130.0,45.0,325.0,74.0,666.9124,10.0,40.0,31.7,41.5,28.0,20.5,15.0,9.0,20.0,50.0,55.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,11.825202353359272,5.449732322087246,2.215962332012456,4.701926964153691,3.626258724001131,1.433726912446885,2.8456945734001318,670.0,111.0,670.0,111.0,0.0,68.0,50.0,692.0,31.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,153.0,51.0,1.0,1.0,80.0,80.0,260.0,390.0,45.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1444,400.0,70.0,565.77106,73.0,267.4,45.0,553.6,73.0,565.0475,43.0,40.0,27.0,36.5,23.35,13.0,15.0,9.0,25.3,13.6,25.4,330.0,300.0,16.0,18.0,0.0,0.0,130.0,11.749301744048264,2.222564580682904,7.271359466116394,6.025873572559373,8.211295849119775,6.438407253005616,1.6989252912585535,400.0,46.0,668.0,114.0,0.0,68.0,35.0,692.0,28.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,102.0,255.0,102.0,3.0,1.0,40.0,80.0,278.0,730.0,28.6,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1306,400.0,68.0,567.62897,73.0,120.0,245.0,655.0,74.0,676.08466,45.0,40.0,27.0,36.5,23.35,13.0,15.0,9.0,24.0,219.3,60.0,330.0,300.0,16.0,18.0,0.0,1.0,130.0,3.622874953856675,1.8169486391934413,1.3366145350651242,2.6744328828199664,2.5482914932409773,1.3932795213253384,4.186006444255261,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,28.6,0.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,760.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4265,2000.0,0.0,514.8477,68.0,120.1,50.0,445.0,72.5,652.07196,45.0,40.0,28.6,36.5,21.35,15.0,15.0,9.0,27.7,48.5,40.7,330.0,350.0,10.0,18.0,0.0,0.0,142.0,1.3930078945050992,0.8713019631862057,0.3724762099882113,2.74866395925504,2.8776695427758954,2.0138235654119163,0.25135004318421705,723.0,139.0,723.0,139.0,0.0,73.0,50.0,692.0,32.7,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,153.0,51.0,1.0,1.0,80.0,80.0,278.0,634.0,34.9,440.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3937,420.0,19.306492,541.08514,69.22221,160.0,45.0,530.0,72.72221,691.24585,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,37.4,54.6,52.4,330.0,350.0,16.0,18.0,1.0,1.0,130.0,9.382675546031669,0.6828421230425039,2.4129919121779864,1.5277232092952155,1.765241607023825,2.036380143134577,0.6947572358138921,670.0,111.0,670.0,111.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,298.0,770.0,34.9,330.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
